repo_url,name,size_gb
https://github.com/dotCMS/core.git,core,1.75853872
https://github.com/MeteorDevelopment/meteor-client.git,meteor-client,0.030421335
https://github.com/apache/pulsar.git,pulsar,0.320878261
https://github.com/hyperledger/besu.git,besu,0.176221282
https://github.com/halo-dev/halo.git,halo,0.098313916
https://github.com/microsoft/ApplicationInsights-Java.git,ApplicationInsights-Java,0.200237693
https://github.com/camunda/camunda.git,camunda,0.916722898
https://github.com/microsoft/typespec.git,typespec,0.155675434
https://github.com/valkey-io/valkey-glide.git,valkey-glide,0.512454273
https://github.com/geoserver/geoserver.git,geoserver,0.695818597
https://github.com/wso2/product-is.git,product-is,0.247227694
https://github.com/RyanSusana/elepy.git,elepy,0.031436894
https://github.com/Azure/azure-sdk-for-java.git,azure-sdk-for-java,4.393773289
https://github.com/vaadin/flow.git,flow,0.257660948
https://github.com/binarywang/WxJava.git,WxJava,0.036016614
https://github.com/objectionary/eo.git,eo,0.609305897
https://github.com/YunaiV/ruoyi-vue-pro.git,ruoyi-vue-pro,0.231371545
https://github.com/mixpanel/mixpanel-android.git,mixpanel-android,0.059798452
https://github.com/EduMIPS64/edumips64.git,edumips64,0.168645991
https://github.com/apolloconfig/apollo.git,apollo,0.086165662
https://github.com/1c-syntax/bsl-language-server.git,bsl-language-server,0.282518636
https://github.com/hyperxpro/Brotli4j.git,Brotli4j,0.006301793
https://github.com/yegor256/cactoos.git,cactoos,0.009504087
https://github.com/wgzhao/dbeaver-agent.git,dbeaver-agent,0.001587403
https://github.com/OWASP/wrongsecrets.git,wrongsecrets,0.179243367
https://github.com/trinodb/trino.git,trino,0.483661093
https://github.com/akto-api-security/akto.git,akto,0.353608434
https://github.com/AutoMQ/automq.git,automq,0.263419438
https://github.com/feiyuchuixue/sz-boot-parent.git,sz-boot-parent,0.022606525
https://github.com/W1LDN16H7/JPL.git,JPL,0.007167971
https://github.com/tonihele/OpenKeeper.git,OpenKeeper,0.026376476
https://github.com/microsoft/semantic-kernel-java.git,semantic-kernel-java,0.008477232
https://github.com/Azure-Samples/azure-search-openai-demo-java.git,azure-search-openai-demo-java,0.052589181
https://github.com/CarGuo/GSYVideoPlayer.git,GSYVideoPlayer,0.477248315
https://github.com/qaiu/netdisk-fast-download.git,netdisk-fast-download,0.006278073
https://github.com/jenkinsci/jira-plugin.git,jira-plugin,0.00425015
https://github.com/microsoft/HydraLab.git,HydraLab,0.234191908
https://github.com/wgzhao/Addax.git,Addax,0.077725555
https://github.com/OpenHFT/Chronicle-Threads.git,Chronicle-Threads,0.003531684
https://github.com/jdereg/json-io.git,json-io,0.014752187
https://github.com/OpenHFT/Chronicle-Core.git,Chronicle-Core,0.009806553
https://github.com/jdereg/java-util.git,java-util,0.020291395
https://github.com/OpenHFT/Chronicle-Values.git,Chronicle-Values,0.001770373
https://github.com/VerisimilitudeX/DNAnalyzer.git,DNAnalyzer,0.486315028
https://github.com/OpenHFT/Chronicle-Logger.git,Chronicle-Logger,0.009908892
https://github.com/traccar/traccar.git,traccar,0.034746653
https://github.com/OpenHFT/Chronicle-Wire.git,Chronicle-Wire,0.029554332
https://github.com/sakaiproject/sakai.git,sakai,0.740144774
https://github.com/OpenHFT/Chronicle-Bytes.git,Chronicle-Bytes,0.013753656
